# FIX-935 — UNIQUE HOLDER write manifest (prod, 2026-09-05)
# source: 2026-09-05-fec-orphan-attribution.tsv
#
# WRITE SET IS EMPTY. 82 candidates, 0 accepted, 82 refused.
#   1 refused as the audit's low-confidence corner (would bind a surname twin's id) — $162,500
#   81 refused by roleMayHoldFecOffice() (Council Member / Federal Judge) — $1,635,504
#
# Criterion (i) of the plan is UNDERIVABLE, not merely unmet: fec_bulk
# financial_relationships rows carry fec_committee_id and never a cand_id, and
# no committee->candidate linkage exists in the database. See this script's
# header and the FIX-934 audit header for the two independent confirmations.
#
official_id	full_name	tier	is_active	role_title	jurisdiction	donation_rows	donation_cents	twin_name	twin_fec_id	overlap_frac	shared_pairs	derived_cand_id	row_share	office_check	collision_check	action	refusal_reason
15b805f5-f526-42a0-ac4d-0d3c3368c7b8	Joe Silva	elected	false	Council Member	AUS	3	105000	Thomas Silva	H4CA07089	1.0000	3	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
ebd49f2e-6ccb-40e5-91d6-ea955392c7d8	Maxwell Burke	elected	false	Council Member	SEA	4	102800	Robert Burke	H2MA08090	0.7500	3	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
541e5b70-4ac7-4a7c-b359-7b2da368b3f4	HB Harper	elected	false	Council Member	SEA	1	100000	—	—	0.0000	0	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
5a8a21dd-c027-4417-bb00-4d4de6e90c0a	Rey Arellano	elected	false	Council Member	AUS	1	100000	Julian Arellano	H6CA49136	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
1fb0f2a8-bfce-4592-b784-e45fae070602	David Potter	elected	false	Council Member	AUS	1	100000	Quentin Potter	H0OH07153	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
fc2bd152-60f1-44a7-9890-b06023a1d949	Theresa Sparks	elected	false	Council Member	SF	1	100000	Lisa Sparks	H0CA45129	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
c36a5893-c051-43bc-ab96-10b506fb9280	Micah Ellison	elected	false	Council Member	SEA	1	100000	Allen Ellison	S2FL00458	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
aa76cc1b-ff34-42e8-8cbc-c009d4f7a6ae	Gloria Esparza	elected	false	Council Member	AUS	2	100000	Juan Esparza	H6TX28082	1.0000	2	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
7d815d3e-c7da-4ff9-8c19-86f0ac908ede	James Wynn	elected	true	Federal Judge	US	1	74600	Douglas Wynn	H4NJ03270	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Federal Judge' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Federal Judge' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
83f08955-3355-4d11-bccd-bdf2edfeb987	Monica Kaspar	elected	false	Council Member	AUS	1	66900	Scott Kaspar	H2IL06132	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
70d9bb3e-fe77-4a84-80df-19b8438b3bf9	Esther Montoya	elected	false	Council Member	AUS	1	50000	Angie Montoya	H6AZ01413	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
1ecfb3dc-8518-4312-8b93-d83f09de9d09	Elizabeth Funk	elected	false	Council Member	AUS	1	25000	Joel Funk	H0IL12092	1.0000	1	—	n/a (no cand_id on FR rows)	FAIL (role 'Council Member' may hold no FEC id)	not evaluated (no derived id)	REFUSED	role 'Council Member' is not FEC-electable — roleMayHoldFecOffice() refuses; this is FIX-937's population, not FIX-935's
