fec_committee_id	display_name	industry	current_tags	audited_sector	usd
C00589309	BLUE MOMENTUM PAC	NONE	lobby	leadership_or_party_pac	744459
C00762682	STEER PAC	NONE	agriculture+transportation	unknown_abstract_pac	741000
C00431874	FOLLOW THE NORTH STAR FUND	NONE	finance+lobby	leadership_or_party_pac	739000
C00140855	FIRSTENERGY CORP POLITICAL ACTION COMMITTEE	utilities	oil_gas	electric_utility	739000
C00338020	ARGENTUM'S SILVER PAC	health	lobby+retail	health_provider	735000
C00489427	BUILDING LEADERSHIP AND INSPIRING NEW ENTERPRISE PAC	NONE	finance+lobby	leadership_or_party_pac	733500
C00783167	WORKING FOR OHIO	NONE	lobby	leadership_or_party_pac	732300
C00202184	WATERPAC - NATIONAL RURAL WATER ASSOCIATION POLITICAL COMMITTEE	NONE	agriculture	other_services	731400
C00439992	KEYSTONE AMERICA PAC	NONE	lobby	leadership_or_party_pac	722000
C00163048	CAP-PAC SEPARATE SEGREGATED FUND OF THE NATIONAL COMMUNITY ACTION FOUNDATION INC	NONE	lobby	nonprofit_other	719500
C00633248	314 ACTION FUND	lobby	lobby+pharma	ideological_advocacy	718700
C00016386	AMERICAN BAKERS ASSOCIATION AMERICAN BAKERS POLITICAL ACTION COMMITTEE	retail	agriculture	food_beverage_manufacturer	716500
C00879619	SCHIFF(T) THE SENATE	NONE	lobby	leadership_or_party_pac	716400
C00634774	COMMON SENSE FOR AMERICA PAC	NONE	lobby	unknown_abstract_pac	715000
C00525212	VICTORY AND FREEDOM PAC (VAF PAC)	NONE	lobby	unknown_abstract_pac	714000
C00771238	DEFEND THE DREAM	NONE	lobby	unknown_abstract_pac	712800
C00249342	AMERICAN SOCIETY OF PLASTIC SURGEONS PLASTYPAC	health	legal+pharma	health_provider	712400
C00349373	GULF STATES TOYOTA INC FEDERAL POLITICAL ACTION COMMITTEE	retail	retail+transportation	retail_general	711999
C00142299	JACOBS SOLUTIONS, INC. POLITICAL ACTION COMMITTEE (JACOBS PAC)	real_estate	defense	engineering_construction	705250
C00410092	PEOPLE'S VOICE PAC	NONE	labor+lobby	unknown_abstract_pac	702500
C00392738	HOOPS PAC	NONE	lobby	unknown_abstract_pac	700500
C00370122	COMMITTEE FOR A DEMOCRATIC FUTURE	NONE	lobby	leadership_or_party_pac	697500
C00022368	NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC. POLITICAL ACTION COMMITTEE	retail	pharma+retail	retail_general	696354
C00458570	A NEW DIRECTION PAC	NONE	lobby	unknown_abstract_pac	696000
C00571323	TOGETHER HOLDING OUR MAJORITY PAC	NONE	finance+lobby	leadership_or_party_pac	695000
C00629212	ALL FOR OUR COUNTRY LEADERSHIP PAC	NONE	defense+lobby	leadership_or_party_pac	694000
C00109306	NATIONAL ASSOCIATION OF WHOLESALER-DISTRIBUTORS POLITICAL ACTION COMMITTEE	lobby	retail	business_trade_assoc_multisector	693000
C00689208	RVFPAC	NONE	lobby	unknown_abstract_pac	691000
C00543207	BADLANDS PAC	NONE	defense+lobby	leadership_or_party_pac	686300
C00567693	HAWAII PAC	NONE	lobby	leadership_or_party_pac	686000
C00753947	LA BAMBA PAC	NONE	lobby	leadership_or_party_pac	685600
C00403592	NARRAGANSETT BAY PAC	NONE	defense+lobby	leadership_or_party_pac	682500
C00106740	AMERICA'S HEALTH INSURANCE PLANS, INC. PAC (AHIP PAC)	health	finance+pharma	health_insurer	682000
C00744532	SUPPORT TAXFIGHTERS & ELECT EFFECTIVE LEADERS PAC	lobby	finance+real_estate	ideological_advocacy	680700
C00755173	HONOR COURAGE COMMITMENT PAC	NONE	defense+lobby	unknown_abstract_pac	680200
C00493221	THE GUARDIAN FUND	NONE	lobby	unknown_abstract_pac	679500
C00507962	AES CORPORATION POLITICAL ACTION COMMITTEE; THE	utilities	finance+oil_gas	electric_utility	679000
C00693127	BUILDING BRIDGES PAC	NONE	lobby	unknown_abstract_pac	678000
C00710848	DMFI PAC	lobby	finance+lobby	single_issue_advocacy	677500
C00569871	DOING RIGHT - RESULTS ACTION UNITY LEADERSHIP PAC	NONE	lobby	leadership_or_party_pac	677400
C00655423	BRIDGE THE GAP PAC	NONE	lobby	unknown_abstract_pac	671000
C00416743	VICTORY NOW PAC	NONE	lobby	unknown_abstract_pac	666500
C00450916	ASURION LLC POLITICAL ACTION COMMITTEE (ASURION PAC)	finance	tech	insurance	666300
C00259572	AMERICAN CLEAN POWER ASSOCIATION CLEANPOWER PAC	utilities	legal+lobby	renewables	660000
C00471540	ENVIRONMENTAL DEFENSE ACTION FUND PAC (EDAF PAC)	lobby	defense+lobby	single_issue_advocacy	658735
C00571976	THE PETER NORBECK LEADERSHIP PAC	NONE	lobby	leadership_or_party_pac	658000
C00368142	OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE	media	lobby+retail	media_entertainment	655500
C00696591	ACROSS THE AISLE PAC	NONE	lobby	unknown_abstract_pac	655500
C00692319	VPP	NONE	lobby	unknown_abstract_pac	655250
C00235655	BLUEGRASS COMMITTEE	NONE	lobby	leadership_or_party_pac	655000
C00353797	SIEMENS CORPORATION PAC	manufacturing	tech	industrial_manufacturing	654500
C00531590	PATRIOTS IN ACTION	NONE	lobby	unknown_abstract_pac	653300
C00065219	WINE INSTITUTE PAC	retail	agriculture	alcohol	650788
C00379479	THE HAWKEYE PAC	NONE	lobby	leadership_or_party_pac	648500
C00389403	SPECIALTY EQUIPMENT MARKET ASSOCIATION & PERFORMANCE RACING, INC. PAC (SEMA & PRI PAC)	manufacturing	real_estate+retail+transportation	auto_manufacturing	648250
C00566562	BACKPAC	NONE	lobby	unknown_abstract_pac	647000
C00563601	SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC	NONE	lobby	leadership_or_party_pac	641600
C00331694	AMERICA WORKS FEDERAL PAC	NONE	lobby	unknown_abstract_pac	641500
C00493072	DAKOTA PAC	NONE	agriculture	leadership_or_party_pac	640000
C00248849	CROPLIFE AMERICA POLITICAL ACTION COMMITTEE	manufacturing	agriculture	chemicals	640000
C00167759	PARAMOUNT GLOBAL POLITICAL ACTION COMMITTEE	media	lobby+tech	media_entertainment	637500
C00249532	AMERICAN SPORTFISHING ASSOCIATION POLITICAL ACTION COMMITTEE	retail	agriculture	retail_general	634000
C00567545	BOOTS POLITICAL ACTION COMMITTEE	NONE	retail	unknown_abstract_pac	633800
C00305318	BLUE DOG POLITICAL ACTION COMMITTEE	NONE	lobby	leadership_or_party_pac	631500
C00101485	ECOLAB INC. POLITICAL ACTION COMMITTEE	manufacturing	tech	chemicals	629500
C00051979	NISOURCE INC. PAC	utilities	oil_gas	gas_utility	625000
C00455717	FREE STATE PAC	NONE	lobby	leadership_or_party_pac	621500
C00347195	PRAIRIE POLITICAL ACTION COMMITTEE	NONE	lobby+oil_gas	leadership_or_party_pac	620000
C00219444	NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION PAC	finance	legal	insurance	618500
C00647420	BOLD ACTIVE CONSERVATIVES OF NEBRASKA PAC	NONE	lobby	leadership_or_party_pac	618100
C00313700	TRANSUNION POLITICAL ACTION COMMITTEE (TU PAC)	finance	finance+labor	fintech_payments	616750
C00539601	PINEAPPLE PAC	NONE	agriculture+lobby+tech	unknown_abstract_pac	616000
C00513176	CONGRESSIONAL PROGRESSIVE CAUCUS PAC	NONE	legal+lobby	leadership_or_party_pac	615000
C00823351	REPUBLICANS UNITED TO DEFEND YOU PAC	NONE	lobby	leadership_or_party_pac	614000
C00113159	EASTMANPAC-POLITICAL ACTION COMMITTEE OF EASTMAN CHEMICAL COMPANY	manufacturing	pharma+tech	chemicals	613500
C00479998	TENASKA INC EMPLOYEES POLITICAL ACTION COMMITTEE	utilities	oil_gas	electric_utility	610300
C00770255	SIX PAC	NONE	finance+lobby	unknown_abstract_pac	605550
C00197749	TWDC ENTERPRISES 18 CORP. EMPLOYEES PAC AKA 'THE WALT DISNEY COMPANY EMPLOYEES PAC' OR 'DISNEY PAC'	media	retail	media_entertainment	603750
C00574103	U.S. ANESTHESIA PARTNERS, INC. PAC D/B/A/ USAP PAC	health	labor+pharma	health_provider	601500
C00411173	COMMERCIAL REAL ESTATE FINANCE COUNCIL PAC	finance	real_estate	mortgage_finance	597000
C00113753	JOHNSON CONTROLS INC. PAC	manufacturing	tech	industrial_manufacturing	590900
C00011262	BROTHERHOOD OF RAILROAD SIGNALMEN POLITICAL ACTION COMMITTEE	labor	labor+transportation	labor_union	587900
C00687582	GIDDY UP PAC	NONE	lobby	unknown_abstract_pac	586412
C00306175	LYONDELL CHEMICAL COMPANY PAC	manufacturing	oil_gas	chemicals	585500
C00492983	NUTMEG PAC	NONE	finance+lobby	leadership_or_party_pac	585000
C00447284	NATIONAL ASSOCIATION OF PROFESSIONAL EMPLOYER ORGANIZATIONS (NAPEO PAC)	NONE	labor	other_services	584500
C00251009	UNITED PILOTS PAC/UNITED AIRLINES MASTER EXECUTIVE COUNCIL	labor	labor+transportation	labor_union	584000
C00040659	NAFCU PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.	finance	finance+labor	credit_union	581000
C00762591	SAVE AMERICA	NONE	lobby	leadership_or_party_pac	575000
C00494112	BEEPAC (BUILDING ECONOMIC EMPOWERMENT PAC)	NONE	finance	unknown_abstract_pac	574000
C00712695	VITORIA PAC	NONE	legal+lobby	unknown_abstract_pac	572250
C00388934	FUND FOR AMERICA'S FUTURE	NONE	lobby	unknown_abstract_pac	569400
C00014555	FOOD MARKETPLACE INC. POLITICAL ACTION COMMITTEE FMI FOODPAC	retail	oil_gas+retail	grocery	567676
C00404194	GENWORTH FINANCIAL, INC. POLITICAL ACTION COMMITTEE (GENWORTH PAC)	finance	finance+lobby	insurance	566300
C00375584	GREAT LAKES PAC	NONE	lobby	unknown_abstract_pac	565000
C00426809	MADISON PAC; THE	NONE	lobby	unknown_abstract_pac	563500
C00319723	NATIONAL BUSINESS AVIATION ASSOCIATION INC POLITICAL ACTION COMMITTEE (NBAA-PAC)	defense	transportation	aerospace_civil	553500
C00075473	CMS ENERGY CORPORATION EMPLOYEES FOR BETTER GOVERNMENT- FEDERAL	utilities	oil_gas	electric_utility	552000
C00489419	AKSM UROLOGY POLITICAL ACTION COMMITTEE 'AKSM UROLOGY PAC'	health	pharma+tech	health_provider	549000
C00439521	AMERICAN SECURITY PAC	NONE	defense	unknown_abstract_pac	546000
C00538835	COMMON GROUND PAC	NONE	lobby	unknown_abstract_pac	545500
C00536540	JOBS, FREEDOM, AND SECURITY PAC	NONE	labor+lobby	unknown_abstract_pac	545300
C00832501	AMERICAN EXCELLENCE PAC	NONE	lobby	unknown_abstract_pac	544999
C00522094	PSYCHOLOGY PAC OF AMERICAN PSYCHOLOGICAL ASSOCIATION SERVICES INC.	health	lobby+pharma	health_trade_assoc	544250
C00425470	DEMOCRATS WIN SEATS (DWS PAC)	NONE	lobby	leadership_or_party_pac	544000
C00324483	BERKSHIRE HATHAWAY ENERGY COMPANY PAC	utilities	oil_gas	electric_utility	543500
C00633156	I GOT YOUR BACK PAC	NONE	lobby	unknown_abstract_pac	540200
C00544957	USACS PAC	health	defense+lobby	health_provider	539000
C00468314	DEMOCRACY ENGINE, INC., PAC	finance	tech	fintech_payments	537144
C00813063	LEADERSHIP AND LOYALTY ONLY TO AMERICA PAC	NONE	lobby	unknown_abstract_pac	537135
C00692111	VELVET HAMMER PAC	NONE	lobby	unknown_abstract_pac	536000
C00382150	THE GEO GROUP, INC. POLITICAL ACTION COMMITTEE	NONE	legal+real_estate	other_services	530950
C00821058	ALABAMA FIRST PAC	NONE	lobby	unknown_abstract_pac	530000
C00239780	PHILIPS NORTH AMERICA LLC POLITICAL ACTION COMMITTEE	health	pharma+tech	medical_device	523750
C00506907	ASPIRE PAC	NONE	lobby	unknown_abstract_pac	522300
C00647354	TEAM AMERICA - BRINGING AMERICA TOGETHER PAC	NONE	lobby	unknown_abstract_pac	521100
C00411694	SALTCHUK RESOURCES, INC. PAC	transportation	tech+transportation	maritime_shipping	518500
C00438291	DENALI LEADERSHIP PAC	NONE	finance+oil_gas	leadership_or_party_pac	516274
C00636753	ACADEMY OF RAIL LABOR ATTORNEYS POLITICAL ACTION COMMITTEE	legal	labor+legal	trial_lawyers	513500
C00280909	TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC)	labor	labor+transportation	labor_union	512500
C00719971	SENATE EAGLE PAC	NONE	lobby	unknown_abstract_pac	511200
C00060087	STANLEY BLACK & DECKER, INC. POLITICAL ACTION COMMITTEE	manufacturing	retail	industrial_manufacturing	510500
C00762328	FIGHT ON PAC	NONE	lobby	unknown_abstract_pac	510400
C00388462	ITC HOLDINGS CORP. PAC (ITC PAC)	utilities	defense+finance	electric_utility	510250
C00767871	REV UP PAC	NONE	transportation	unknown_abstract_pac	509600
C00345793	RELX INC. POLITICAL ACTION COMMITTEE	media	legal	media_entertainment	507000
C00118208	AMERICAN ROAD & TRANSPORTATION BUILDERS ASSOCIATION PAC	real_estate	real_estate+transportation	construction_contractor	506500
C00524314	AMERICA'S FIRST PAC	NONE	labor+lobby	unknown_abstract_pac	504800
C00188011	NATIONAL TANK TRUCK CARRIERS INC POLITICAL ACTION COMMITTEE	transportation	tech+transportation	trucking	500873
C00494302	LEAD ENCOURAGE ELECT PAC	NONE	legal+lobby	unknown_abstract_pac	499000
C00405555	NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS INC POLITICAL ACTION COMMITTEE	manufacturing	retail	industrial_manufacturing	496000
C00100131	THE GOODYEAR TIRE & RUBBER COMPANY GOOD GOVERNMENT FUND (GOODYEAR GOOD GOVERNMENT FUND)	manufacturing	transportation	auto_manufacturing	496000
C00479899	WOOLPERT, INC. PAC	real_estate	defense+tech	engineering_construction	494848
C00574921	RYAN LLC POLITICAL ACTION COMMITTEE (RYANPAC)	legal	finance+legal	accounting_consulting	490000
C00526715	GREATER TOMORROW POLITICAL ACTION COMMITTEE	NONE	defense+lobby	unknown_abstract_pac	488000
C00299321	MGM RESORTS INTERNATIONAL  PAC	retail	real_estate+retail	gaming_casino	486100
C00734012	ASCO ASSOCIATION POLITICAL ACTION COMMITTEE (ASCO ASSOCIATION PAC)	health	lobby+pharma	health_trade_assoc	486000
C00678813	CONSERVATIVES HARVESTING SUCCESS PAC	lobby	agriculture	ideological_advocacy	485400
C00160630	DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)	mining	agriculture+lobby	coal_mining	482000
C00360008	NATIONAL THOROUGHBRED RACING ASSOCIATION POLITICAL ACTION COMMITTEE/HORSE PAC	retail	agriculture+retail	gaming_casino	482000
C00445379	MAKING AMERICA PROSPEROUS PAC	NONE	finance+lobby	unknown_abstract_pac	482000
C00383489	PUBLIC SERVICE ENTERPRISE GROUP INC. POLITICAL ACTION COMMITTEE (PEGPAC)	utilities	finance+oil_gas	electric_utility	481856
C00425439	THOROUGHBRED PAC	NONE	lobby	unknown_abstract_pac	479500
C00481531	TEXAS REPUBLICANS UNITED POLITICAL ACTION COMMITTEE (TRU PAC)	NONE	lobby	leadership_or_party_pac	478000
C00491936	COMMON SENSE COLORADO	NONE	lobby	unknown_abstract_pac	476000
C00083758	NATIONAL FUEL GAS COMPANY FEDERAL POLITICAL ACTION COMMITTEE	utilities	oil_gas	gas_utility	475700
C00792127	FAIR ISAAC CORPORATION POLITICAL ACTION COMMITTEE (FICO PAC)	tech	finance	software_internet	472100
C00590471	LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS POLITICAL ACTION FUND	labor	labor+retail	labor_union	470000
C00686816	AMERICA RELOADED	NONE	lobby	unknown_abstract_pac	466204
C00336057	UNITED STATES CELLULAR CORPORATION POLITICAL ACTION COMMITTEE	tech	lobby	telecom_cable	465500
C00551168	PUGET PAC	NONE	tech	unknown_abstract_pac	464900
C00366468	CORECIVIC, INC. POLITICAL ACTION COMMITTEE (CORECIVIC PAC)	NONE	legal	other_services	462800
C00834507	BUILDING UP DEMOCRACY'S DREAM	NONE	lobby	unknown_abstract_pac	461000
C00583153	VALOR PAC	NONE	defense+lobby	unknown_abstract_pac	460811
C00691972	ALLISON TRANSMISSION INC. POLITICAL ACTION COMMITTEE	manufacturing	transportation	auto_manufacturing	460700
C00214148	AMERICAN PEANUT SHELLERS ASSOCIATION POLITICAL ACTION COMMITTEE	agriculture	agriculture+oil_gas	agriculture_trade_assoc	459000
C00492025	AMERICAN DEFENSE AND MILITARY PAC	lobby	defense	ideological_advocacy	458100
C00632323	DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC)	lobby	defense+lobby	ideological_advocacy	455400
C00433680	TREASURE STATE PAC	NONE	lobby	unknown_abstract_pac	452000
C00495556	TRINET GROUP INC POLITICAL ACTION COMMITTEE	NONE	tech	other_services	452000
C00664318	DEMOCRACY SUMMER LEADERSHIP PAC	NONE	lobby	leadership_or_party_pac	450100
C00021295	BRACEPAC	health	legal+pharma	medical_device	449952
C00325993	DEFEND AMERICA PAC	NONE	defense	unknown_abstract_pac	445000
C00699140	LSTA, INC. PAC	finance	agriculture+labor+legal	financial_trade_assoc	443500
C00378695	VICTORY IN NOVEMBER ELECTION PAC	NONE	lobby	unknown_abstract_pac	443393
C00770297	BAKER PAC	NONE	lobby	leadership_or_party_pac	443300
C00571174	SERVE AMERICA PAC	NONE	lobby	leadership_or_party_pac	442750
C00226472	ARPAC	NONE	lobby	unknown_abstract_pac	442500
C00383521	INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION POLITICAL ACTION COMMITTEE	retail	lobby+retail	restaurant_foodservice	442000
C00691501	REJOICE PAC	NONE	lobby	unknown_abstract_pac	440500
C00077305	ALABAMA POWER CO EMPLOYEES FEDERAL POLITICAL ACTION CMTE (APC EMPLOYEES FEDERAL PAC)	utilities	oil_gas	electric_utility	439500
C00135541	TO PROTECT OUR HERITAGE PAC	NONE	lobby	unknown_abstract_pac	439203
C00769109	HEALTH JOBS JUSTICE	labor	labor+pharma	labor_union	436428
C00500025	RECLAIM AMERICA PAC	NONE	lobby	leadership_or_party_pac	435500
C00832147	MITTEN PAC	NONE	lobby	unknown_abstract_pac	435000
C00497842	STRATEGY PAC	NONE	finance+lobby	unknown_abstract_pac	435000
C00300376	THE DOCTORS COMPANY FEDERAL PAC (DOCPAC)	finance	pharma	insurance	433000
C00649525	RESTORING OUR NATION PAC	NONE	lobby	unknown_abstract_pac	432800
C00565630	MAINTAINING ALL REPUBLICANS IN OFFICE PAC	NONE	lobby	leadership_or_party_pac	432300
C00597062	BUDDY PAC	NONE	finance+lobby	leadership_or_party_pac	432200
C00041566	AMERICAN SOCIETY OF ASSOCIATION EXECUTIVES (ASAE) PAC	NONE	lobby	professional_assoc_other	431500
C00458257	EMPLOYEE OWNED S CORPORATIONS OF AMERICA PAC (ESCA PAC)	lobby	labor+lobby	business_trade_assoc_multisector	431500
C00110585	CITIZENS ORGANIZED POLITICAL ACTION COMMITTEE	NONE	lobby	unknown_abstract_pac	431000
C00377143	BUILD AMERICA PAC	NONE	real_estate	unknown_abstract_pac	430600
C00649772	REVIVING AMERICAN JOBS AGAIN PAC	NONE	lobby	leadership_or_party_pac	429151
C00421982	SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC)	utilities	tech	renewables	429099
C00493270	HEIDELBERG MATERIALS US, INC. POLITICAL ACTION COMMITTEE	manufacturing	agriculture+real_estate	industrial_manufacturing	428000
C00653188	BMI POLITICAL ACTION COMMITTEE (BMI PAC)	media	lobby+tech	media_entertainment	427000
C00840462	BUDWINSKI PAC	NONE	lobby+tech	unknown_abstract_pac	422500
C00370585	MAXAR TECHNOLOGIES INC. PAC (MAXARPAC)	defense	defense+pharma	defense_contractor	421500
C00344648	RELY ON YOUR BELIEFS FUND	NONE	lobby	leadership_or_party_pac	421500
C00701680	HOPE PAC	NONE	lobby	unknown_abstract_pac	421100
C00392464	UNIVERSAL MUSIC GROUP EMPLOYEE ACTION FUND	media	labor+retail	media_entertainment	416250
C00559302	FS PAC	NONE	finance	unknown_abstract_pac	415500
C00525543	PROJECT WEST POLITICAL ACTION COMMITTEE	NONE	lobby+oil_gas	leadership_or_party_pac	413712
C00195024	MARYLAND ASSOCIATION FOR CONCERNED CITIZENS POLITICAL ACTION COMMITTEE	NONE	lobby	unknown_abstract_pac	413100
C00084871	CELANESE CORPORATION POLITICAL ACTION COMMITTEE	manufacturing	retail+tech	chemicals	412500
C00760397	NO NONSENSE PAC	NONE	lobby	leadership_or_party_pac	412300
C00264770	AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE	agriculture	agriculture+retail	agriculture_trade_assoc	411985
C00832576	GREAT CHAIN PAC	NONE	lobby	leadership_or_party_pac	410500
C00680132	TRIED-AND-TRUE PAC	NONE	lobby	leadership_or_party_pac	409829
C00863373	BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC	NONE	lobby	leadership_or_party_pac	408300
C00640490	ONWARD TOGETHER COMMITTEE	NONE	lobby	leadership_or_party_pac	405000
C00128678	SOUTHEASTERN LUMBER MANUFACTURERS ASSOC POLITICAL ACTION COMMITTEE	manufacturing	agriculture	industrial_manufacturing	402250
C00481176	CONCERNED AMERICANS FOR FREEDOM & OPPORTUNITY PAC (CAFO PAC)	NONE	lobby	leadership_or_party_pac	399500
C00564187	EDUCATE AND INNOVATE PAC	NONE	lobby+tech	unknown_abstract_pac	399000
C00525071	COMMERCIAL METALS COMPANY PAC (CMC PAC)	manufacturing	defense+retail	steel_metals	398700
C00290973	CLEVELAND-CLIFFS INC. POLITICAL ACTION COMMITTEE	manufacturing	agriculture+defense	steel_metals	397500
C00387464	ALAMO PAC	NONE	lobby	leadership_or_party_pac	396343
C00446237	NATIONAL NURSES UNITED PAC - A FUND FOR A HEALTHY AMERICA	labor	labor+pharma	labor_union	394500
C00143560	ACADEMY OF NUTRITION AND DIETETICS POLITICAL ACTION COMMITTEE	health	labor+pharma	health_trade_assoc	393000
C00168070	AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)	health	lobby+pharma	health_trade_assoc	392000
C00362640	CALPINE CORPORATION PAC	utilities	oil_gas	electric_utility	391500
C00692715	HELP ELECT REPUBLICANS NOW	NONE	legal+lobby	leadership_or_party_pac	390500
C00770511	TZEDEK PAC	lobby	finance+lobby	ideological_advocacy	390150
C00656777	JAM PAC	NONE	lobby	unknown_abstract_pac	387100
C00252684	CAMBIA HEALTH SOLUTIONS INC. PAC	health	finance+pharma	health_insurer	386500
C00119008	WASTE MANAGEMENT EMPLOYEES BETTER GOVERNMENT FUND	NONE	lobby+real_estate	other_services	384500
C00379180	NATIONAL ASSOCIATION OF CHEMICAL DISTRIBUTORS RESPONSIBLE DISTRIBUTION POLITICAL ACTION COMMITTEE	manufacturing	lobby+retail	chemicals	384000
C00394650	JBS USA FOOD COMPANY PAC	agriculture	agriculture+retail	agribusiness_processor	383500
C00770214	CHAMPION AMERICAN VALUES	NONE	lobby	unknown_abstract_pac	383000
C00769810	OWENS & MINOR, INC. POLITICAL ACTION COMMITTEE (OWENS & MINOR PAC)	health	retail	medical_device	382000
C00765644	BIG IDEAS CREATE EXCELLENCE PAC	NONE	lobby	leadership_or_party_pac	381200
C00103697	BECHTEL GROUP, INC. POLITICAL ACTION COMMITTEE (BECHTEL POLITICAL ACTION COMMITTEE)	real_estate	defense+real_estate	engineering_construction	381000
C00756825	DELIVERS PAC	NONE	lobby+transportation	leadership_or_party_pac	380800
C00386029	HNTB HOLDINGS LTD. PAC	real_estate	transportation	engineering_construction	379100
C00523936	IRON MOUNTAIN INCORPORATED EMPLOYEES PAC (IMPAC)	NONE	real_estate+tech	other_services	378000
C00529909	AIR METHODS CORPORATION POLITICAL ACTION COMMITTEE (AMPAC)	health	pharma+transportation	health_provider	376900
C00161570	AMERICAN PUBLIC POWER ASSOCIATION, PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC	utilities	oil_gas	electric_utility	371000
C00837435	2024 THUNE REPUBLICAN SENATE VICTORY	NONE	lobby	leadership_or_party_pac	369000
C00132092	ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM	utilities	defense+oil_gas	electric_utility	368500
C00738260	POINT ACTION PAC, INC.	NONE	lobby+pharma	leadership_or_party_pac	366202
C00346288	THE PREMIER, INC. EMPLOYEES' CIVIC ACTION FUND	health	pharma+retail	health_provider	366000
C00457242	BLUE CROSS BLUE SHIELD OF ALABAMA PAC	health	finance+pharma	health_insurer	364000
C00442996	ASSOCIATION OF EQUIPMENT MANUFACTURERS PAC	manufacturing	agriculture+lobby	industrial_manufacturing	363500
C00437244	INVENERGY LLC PAC	utilities	oil_gas	renewables	362700
C00363648	FIRST STATE PAC	NONE	lobby	unknown_abstract_pac	360500
C00635367	TENACIOUS PAC	NONE	lobby	leadership_or_party_pac	359600
C00746735	HMS SCRAP PAC	manufacturing	retail	steel_metals	359200
C00499400	TRALAPAC (TRUCK RENTING AND LEASING ASSOCIATION PAC)	transportation	labor+transportation	trucking	358500
C00692202	COURAGE TO CHANGE	NONE	lobby	leadership_or_party_pac	356854
C00785899	EQUALITY PROJECT PAC	lobby	lobby+transportation	single_issue_advocacy	353276
C00760827	DEMAND JUSTICE PAC	lobby	legal	single_issue_advocacy	352500
C00423228	AMERICAN GASTROENTEROLOGICAL ASSOCIATION INC. PAC	health	oil_gas+pharma	health_trade_assoc	352000
C00493361	RAZOR PAC	NONE	lobby	leadership_or_party_pac	351000
C00753475	BAPS PUBLIC AFFAIRS, INC. POLITICAL ACTION COMMITTEE (BAPS PAC)	NONE	labor	nonprofit_other	347000
C00431403	VOTE TO ELECT REPUBLICANS NOW PAC	NONE	lobby	leadership_or_party_pac	346500
C00279497	POLARIS INDUSTRIES POLITICAL PARTICIPATION PROGRAM	manufacturing	transportation	auto_manufacturing	345500
C00237065	PORTLAND CEMENT ASSOCIATION INC. (CEMENT PAC)	manufacturing	real_estate+retail	industrial_manufacturing	344600
C00311944	DGA-PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC.	labor	labor+tech	labor_union	343700
C00450320	INVEST IN A STRONG AND SECURE AMERICA	NONE	defense+lobby	leadership_or_party_pac	343000
C00574368	CROWELL & MORING LLP POLITICAL ACTION COMMITTEE (C&M PAC)	legal	legal+oil_gas	law_firm	342000
C00250407	SOUTHERN NUCLEAR OPERATING COMPANY, INC. PAC	utilities	oil_gas	nuclear	340500
C00467837	EDPAC	NONE	legal+lobby	unknown_abstract_pac	339950
C00012310	BLACK & VEATCH POLITICAL ACTION COMMITTEE (BLACK & VEATCH PAC)	real_estate	defense	engineering_construction	339300
C00363838	HUNTSMAN CORPORATION PAC (HUNTSMAN PAC)	manufacturing	defense+real_estate	chemicals	337000
C00760124	NATIONAL VICTORY ACTION FUND	NONE	lobby	unknown_abstract_pac	335662
C00196089	THE ESOP ASSOCIATION PAC	lobby	finance+labor	business_trade_assoc_multisector	335500
C00493924	REINVENTING A NEW DIRECTION POLITICAL ACTION COMMITTEE	NONE	lobby	leadership_or_party_pac	335000
C00621912	1-800 CONTACTS, INC. PAC	retail	pharma+retail	retail_general	333500
C00807909	STOP COLLECTIVISM OR TOTALITARIANISM TRIUMPHS PAC	NONE	lobby	leadership_or_party_pac	332699
C00416131	MIDWEST VALUES PAC	NONE	lobby	leadership_or_party_pac	332500
C00762930	BE VICTORIOUS OVER DEMOCRATS PAC	NONE	lobby	leadership_or_party_pac	331482
C00652701	VNA HOLDING INC. POLITICAL ACTION COMMITTEE (VG PAC)	NONE	labor	other_services	330000
C00784694	TKJ PAC	NONE	lobby	unknown_abstract_pac	329000
