# FIX-1187 — shared-CAND_ID merge manifest (shape A). THIS FILE IS AN AUTHORISATION.
#
# 151 (elected survivor, candidate stub) pairs that hold the SAME
# source_ids.fec_candidate_id and both hold money. Derived on the local prod-clone
# 2026-09-16; the population was re-derived READ-ONLY on prod the same day and is
# IDENTICAL (151 pairs, 151 distinct CAND_IDs, 151 distinct survivors, 151 distinct
# stubs — a clean 1:1:1). Every fact below is re-read keyed on (survivor, dup)
# inside the merge transaction by verifySharedIdInDb; a pair that has moved since
# is refused there and the run continues.
#
# Total stub money 2026-09-16: $926,589,966 across 99,217 rows. That figure
# reproduces the FIX-953 census of 2026-08-10 to the dollar, and the 2026
# fec_bulk_indiv slice (46,561 rows / $72,951,060 on 88 stubs) reproduces cc-126's
# prod measurement to the row. Every stub row was last written between 2026-05-13
# and 2026-07-28 and none since: these are frozen July snapshots left behind when
# FIX-941 handed the shared binding to the elected rows.
#
# IDENTITY IS THE CAND_ID, NOT THE SEAT. old_seat_verdict records what the FIX-953
# own-seat gate WOULD have said, so the 117 pass / 29 fail-district / 5 fail-office
# split stays visible — but the shared-id path deliberately does not apply it. The
# 34 refusals are exactly the cases where the id's encoded seat lags the person's
# current seat (redistricting; a House->Senate move), which is not evidence about
# identity for a pair selected by id equality.
#
# ATTACHMENTS ARE ZERO ON ALL 151, measured on BOTH clone and prod 2026-09-16
# (votes, career_history, committee memberships, promises, cosponsorships,
# comments, civic responses, lobbying, sponsored bills, proposal actions,
# external_relationships). FIX-1020's class is empty in this population.
#
# READ THIS BEFORE APPLYING — the collision tie-break. The design premised that
# the survivor's row is always the fresher one. IT IS NOT: on prod only 58,568 of
# 99,217 collisions (59.0%) are survivor-fresher, because updated_at moves only
# when a row's VALUE changes, so a row that is still correct keeps an old stamp.
# What IS true, measured on prod 2026-09-16 and on the clone, is strictly
# stronger for money: in EVERY cell, the count of collisions where the amounts
# DIFFER and the dup is fresher is ZERO. Where the two rows disagree on amount
# (8,456 rows on prod) the survivor is always the fresher one and already wins;
# where the dup wins the tie-break (40,649 rows) the amounts are identical and
# the outcome is the same either way. The existing keep-the-fresher rule is
# therefore money-safe here, but it is safe for a different reason than the one
# written down, and the >=99%-survivor-fresher gate in cc-128 does NOT pass.
# cc-129 must re-measure `diff_and_dup_fresher = 0` on prod immediately before
# applying and stop if it is not zero.
#
# stub_cents is the stub's FULL holding across all cycles and relationship types.
# colliding_rows / noncolliding_rows are keyed on
# (relationship_type, from_id, cycle_year) against the survivor, the same key as
# financial_relationships_relcycle_unique. Ordered by stub_cents descending, which
# is the order cc-129's sets are cut in.
survivor	dup	fec_id	name	survivor_name	dup_name	survivor_role	dup_role	state	old_seat_verdict	stub_rows	stub_cents	colliding_rows	noncolliding_rows	attachments
ee01e913-2a9c-439d-8757-669964f0849e	b550b23b-6e07-4a94-956e-0c2016252d38	H2GA02031	Sanford D. Bishop  <-  Sanford Bishop	Sanford D. Bishop	Sanford Bishop	Representative	Candidate for Representative	GA	pass	428	175537592	428	0	0
0fb6f422-90b5-4d2f-9ff7-44043b7ba138	23ae83ae-0aea-452d-b08e-817c839af038	H2HI02581	Jill N. Tokuda  <-  Jill Tokuda	Jill N. Tokuda	Jill Tokuda	Representative	Candidate for Representative	HI	pass	512	171902384	512	0	0
b83ab586-59e0-4ad7-92b5-3ca9dc1f7743	d81d285e-d9df-4029-aac7-80d699e373e7	H4AL06098	Gary J. Palmer  <-  Gary Palmer	Gary J. Palmer	Gary Palmer	Representative	Candidate for Representative	AL	pass	446	168581800	446	0	0
84b91068-ab4b-4e2a-88cc-2113d126065e	50db3897-b4c1-4fcb-82ae-13225dd39c36	H0VA07133	John J. McGuire  <-  John Mcguire	John J. McGuire	John Mcguire	Representative	Candidate for Representative	VA	fail-district	1	167979313	1	0	0
6a8536b9-811f-4ad2-b7bb-601ade45764f	0ccd2655-f1c7-4716-b55a-d72991a6fa8f	H2IL02172	Robin L. Kelly  <-  Robin Kelly	Robin L. Kelly	Robin Kelly	Representative	Candidate for Representative	IL	pass	462	166221678	462	0	0
eb905293-4f0b-40df-8352-d6fa395e2795	c3c29b07-8b3c-4728-b96c-ca39c2fd5597	H4OK06056	Frank D. Lucas  <-  Frank Lucas	Frank D. Lucas	Frank Lucas	Representative	Candidate for Representative	OK	fail-district	438	165110196	438	0	0
07d985c4-f17b-4408-8090-02e6f28edf35	f18d5815-8759-40ec-9e64-854136b9c257	H2TX31044	John R. Carter  <-  John Carter	John R. Carter	John Carter	Representative	Candidate for Representative	TX	pass	531	163093349	529	2	0
cffffd7a-58e3-4ca3-b6ab-5342cbac5e6a	e391e548-c873-470d-895c-c92a54115f68	H4VA04066	Jennifer L. McClellan  <-  Jennifer Mcclellan	Jennifer L. McClellan	Jennifer Mcclellan	Representative	Candidate for Representative	VA	pass	696	161830784	696	0	0
3c836a54-8ebf-4f8d-8031-12cdc12ac2ee	428b9a13-d9a7-4ffa-b773-608a69d424e1	H6FL02208	Neal P. Dunn  <-  Neal Dunn	Neal P. Dunn	Neal Dunn	Representative	Candidate for Representative	FL	pass	631	160958000	631	0	0
40ff9a6f-ec9b-4fb1-8754-0bb84bad1b45	a1e158b4-d7d3-41b8-8adc-dfb2ad510c5b	S2ME00109	Angus S., Jr. King  <-  Angus King	Angus S., Jr. King	Angus King	Senator	Candidate for Senator	ME	pass	346	157999800	346	0	0
254330b4-1c0b-42a2-8802-b9e4318b0681	d67c74d7-a879-496f-984f-4babf066b575	H0AR01083	Eric A. "Rick" Crawford  <-  Eric Crawford	Eric A. "Rick" Crawford	Eric Crawford	Representative	Candidate for Representative	AR	pass	543	154288900	543	0	0
442e7a70-f213-4643-bbc8-22881516a7f1	bd90e47d-4af3-456d-bf48-cb63be4c874e	H2GA12121	Rick W. Allen  <-  Richard Allen	Rick W. Allen	Richard Allen	Representative	Candidate for Representative	GA	pass	646	152269800	646	0	0
248a39e9-ac14-4d3b-8657-f3a821fcf3e5	50f12b8a-075b-47ed-8d69-3705d626b5eb	S0NY00410	Kirsten E. Gillibrand  <-  Kirsten Gillibrand	Kirsten E. Gillibrand	Kirsten Gillibrand	Senator	Candidate for Senator	NY	pass	397	150761350	397	0	0
0fcc1b87-e6e3-4c00-8594-4e3a93d3cfc0	71a323fc-88ae-4329-8ccf-c561ebc8a083	H8UT03238	John R. Curtis  <-  John Curtis	John R. Curtis	John Curtis	Senator	Candidate for Representative	UT	fail-office	321	147836450	321	0	0
a8d4fc51-6a11-465a-bd95-5153ddfa8d7a	cda0ed3d-c390-40d6-b0c3-7659aa2c22ad	H4MD02232	Johnny Olszewski  <-  John Olszewski	Johnny Olszewski	John Olszewski	Representative	Candidate for Representative	MD	pass	699	145813490	699	0	0
85cd5e76-46ad-4973-bf9d-35b93e3b3360	c608f1cc-ccb7-49c7-ac3a-f118abbf2cbe	H8IN04199	James R. Baird  <-  James Baird	James R. Baird	James Baird	Representative	Candidate for Representative	IN	pass	216	142055293	215	1	0
9b60e52e-0858-4b0a-bafa-045208e4835a	84425497-5021-493f-b0ed-24ab456762a8	H2OH16051	Max L. Miller  <-  Max Miller	Max L. Miller	Max Miller	Representative	Candidate for Representative	OH	fail-district	383	135253866	383	0	0
74349a45-3cad-4f5a-9638-fb850bbec59d	e11993c6-566d-4d26-a739-375839cb87c2	H2OH03067	Michael R. Turner  <-  Michael Turner	Michael R. Turner	Michael Turner	Representative	Candidate for Representative	OH	fail-district	352	133517002	352	0	0
91edb2db-42c7-4241-8afb-3586e19cd7ed	4c4f1a8c-5f35-4644-b823-0568779a9eb7	H4AZ08108	Abraham J. Hamadeh  <-  Abraham Hamadeh	Abraham J. Hamadeh	Abraham Hamadeh	Representative	Candidate for Representative	AZ	pass	59	131142965	59	0	0
9059ea13-fd86-4359-8b3d-71ccbd0e19b5	b8702639-7893-429a-a752-01baf352275f	H4TX10093	Michael T. McCaul  <-  Michael Mccaul	Michael T. McCaul	Michael Mccaul	Representative	Candidate for Representative	TX	pass	262	123007057	254	8	0
446f1569-bde2-49f1-8ed4-90ec19db7d07	27d58798-1abb-476f-a426-bf89b589a3c2	H8NY25105	Joseph D. Morelle  <-  Joseph Morelle	Joseph D. Morelle	Joseph Morelle	Representative	Candidate for Representative	NY	pass	277	120225100	277	0	0
33603f98-c597-4c3c-8419-90a5a5361252	43fee7e7-d8ee-4a06-95a9-86fcb83d3689	H4CA35031	Norma J. Torres  <-  Norma Torres	Norma J. Torres	Norma Torres	Representative	Candidate for Representative	CA	pass	434	119455200	433	1	0
6461587d-53f4-4916-b548-79a509235455	e05c6ac7-65ac-496a-86f5-575cab7a4eba	H2TX14149	Randy K. Sr. Weber  <-  Randy Weber	Randy K. Sr. Weber	Randy Weber	Representative	Candidate for Representative	TX	pass	432	117863122	431	1	0
88806ba3-54dc-4ec5-b21d-0a44c24feb0f	74ca66bf-379f-4e59-a738-781426a9bb48	H2VI00082	Stacey E. Plaskett  <-  Stacey Plaskett	Stacey E. Plaskett	Stacey Plaskett	Representative	Candidate for Representative	VI	pass	480	111310500	480	0	0
b8f492a2-47cc-4101-820e-a727de36bedb	e10acd2f-7cae-4285-990e-ed8ffeb3f0a4	H2MA09072	Stephen F. Lynch  <-  Stephen Lynch	Stephen F. Lynch	Stephen Lynch	Representative	Candidate for Representative	MA	fail-district	455	110348327	453	2	0
f2477e01-cdd8-4ac0-badc-e7d69b1dc533	53eabeaa-f7a2-4fad-9136-4fb4fd842507	H8VA01147	Robert J. Wittman  <-  Robert Wittman	Robert J. Wittman	Robert Wittman	Representative	Candidate for Representative	VA	pass	224	101135000	224	0	0
ab94496c-c294-449c-a72a-bb169e3681d8	df95102b-c96e-4a14-958b-8a8eebd97d5c	H8ID01124	Russ Fulcher  <-  Russell Fulcher	Russ Fulcher	Russell Fulcher	Representative	Candidate for Representative	ID	pass	409	95261900	409	0	0
8cfd19b0-cd98-4e40-907b-5f78159cad55	be4496ab-c5c3-426c-a34a-6b3377b7fa90	H6VA01117	Robert C. "Bobby" Scott  <-  Robert Scott	Robert C. "Bobby" Scott	Robert Scott	Representative	Candidate for Representative	VA	fail-district	347	92077600	347	0	0
b3f125d8-fa54-4a52-bd93-c5f769b45fd3	c0c07bb5-e6e4-4682-ab0e-7c30fc702df1	H4MA03022	James P. McGovern  <-  James Mcgovern	James P. McGovern	James Mcgovern	Representative	Candidate for Representative	MA	fail-district	471	90455300	471	0	0
638cfc46-d4a9-4a4d-8d4d-17a284559de5	4f46b04a-ea6a-4178-87cc-7712fa342ba5	H8TX02166	Dan Crenshaw  <-  Daniel Crenshaw	Dan Crenshaw	Daniel Crenshaw	Representative	Candidate for Representative	TX	pass	268	87343112	268	0	0
55daae4a-11f0-4ba7-b4a4-8c9592f5ba8c	ed31d86a-9811-4e3d-83d0-b6d7ceee9d7f	H0TX04219	Pat Fallon  <-  Patrick Fallon	Pat Fallon	Patrick Fallon	Representative	Candidate for Representative	TX	pass	326	87184314	326	0	0
44ea5573-6bfd-4e3a-a627-c1428e04bfbc	db613396-9340-497b-a5e6-55df38fa7859	H8IL09067	Janice D. Schakowsky  <-  Janice Schakowsky	Janice D. Schakowsky	Janice Schakowsky	Representative	Candidate for Representative	IL	pass	388	87024400	388	0	0
c598ba36-ab42-462b-80c4-9b6d6fcad056	bb4891c2-feaf-4a7f-931f-b3ca448d97ee	H4MS02068	Bennie G. Thompson  <-  Bennie Thompson	Bennie G. Thompson	Bennie Thompson	Representative	Candidate for Representative	MS	pass	201	84820700	201	0	0
ecc1ff46-7f16-45d0-bbfe-87e6fd8d191d	8203a8e5-9183-4e10-bbb9-848432b0fc5a	H2AZ01354	Elijah Crane  <-  Eli Crane	Elijah Crane	Eli Crane	Representative	Candidate for Representative	AZ	fail-district	71	84535683	71	0	0
587b2513-5591-4652-80e7-8991ff22ec7e	273e0e77-c546-4b47-a11f-24e34597aefe	H4NC06177	Addison P. McDowell  <-  Addison Mcdowell	Addison P. McDowell	Addison Mcdowell	Representative	Candidate for Representative	NC	pass	247	82458540	247	0	0
7603155e-eea1-4b0e-af38-ed263410783a	5b5ce5eb-2ae3-4140-b62a-d03c787cd573	H6CA24303	Salud O. Carbajal  <-  Salud Carbajal	Salud O. Carbajal	Salud Carbajal	Representative	Candidate for Representative	CA	pass	205	81740844	205	0	0
bea15555-6429-488a-a39f-2b5b4d4d53b9	91baa852-297e-40e7-9c79-ace3f83f43b4	H6GA04129	Henry C. "Hank" Johnson  <-  Henry Johnson	Henry C. "Hank" Johnson	Henry Johnson	Representative	Candidate for Representative	GA	pass	231	80427100	231	0	0
f79862fe-23cc-4cd2-931c-9e9b5d0a5789	03ae8e3a-151b-4cb3-92bd-94af7e9a2179	H4RI01265	Gabe Amo  <-  Gabriel Amo	Gabe Amo	Gabriel Amo	Representative	Candidate for Representative	RI	pass	205	75443361	205	0	0
ddb62494-d8a4-429c-bc2c-a5eef442aa3a	a92d631f-d8d3-4496-a811-fa135cc1b115	H4NY11138	Yvette D. Clarke  <-  Yvette Clarke	Yvette D. Clarke	Yvette Clarke	Representative	Candidate for Representative	NY	fail-district	222	74786200	222	0	0
7a803162-b410-41f1-a261-d00ca0e0db21	0b267487-a8cf-4575-8bda-85cef6855d68	H8PA07200	Mary Gay Scanlon  <-  Mary Scanlon	Mary Gay Scanlon	Mary Scanlon	Representative	Candidate for Representative	PA	fail-district	174	70314509	174	0	0
e3a94a66-61db-4833-8b02-1a60feabab7d	ad071676-24dc-4d53-9b26-9e3e25954091	H4NJ03080	Herbert C. Conaway  <-  Herb Conaway	Herbert C. Conaway	Herb Conaway	Representative	Candidate for Representative	NJ	pass	225	66806500	225	0	0
2871bb63-1c44-4a10-948f-07d60308416a	67f77dc5-df8f-47ef-84e1-67c739ae62c9	H0MA10082	William R. Keating  <-  William Keating	William R. Keating	William Keating	Representative	Candidate for Representative	MA	fail-district	297	63422300	297	0	0
2e690c6a-575e-4d1a-820d-7ca93fff8eee	2ac8ce83-a523-4dba-9034-f55a58c46dcb	H2AL05102	Dale W. Strong  <-  Dale Strong	Dale W. Strong	Dale Strong	Representative	Candidate for Representative	AL	pass	154	59162500	154	0	0
fca6bb66-7b1a-44d1-a108-3169e885c3ef	3b447af0-52c7-4380-b444-9dcc19f62685	H4IL07037	Danny K. Davis  <-  Danny Davis	Danny K. Davis	Danny Davis	Representative	Candidate for Representative	IL	pass	172	58094357	172	0	0
c0a258b7-4d6b-4137-b0f7-1cceb644cc4d	b40a3160-8154-4fdd-af4e-067471f06e68	S0DE00092	Christopher A. Coons  <-  Christopher Coons	Christopher A. Coons	Christopher Coons	Senator	Candidate for Senator	DE	pass	197	54169900	197	0	0
eb63b46f-9758-410e-ab7c-ead2f98cefa9	6b39e4d0-e930-478e-a3ac-737b04e969bd	H2IL01349	Jonathan L. Jackson  <-  Jonathan Jackson	Jonathan L. Jackson	Jonathan Jackson	Representative	Candidate for Representative	IL	pass	170	51890100	170	0	0
d68920b5-fb7d-4fa5-883e-60a59ffdfb99	645afb51-b15f-494a-934f-61f006bd8240	H8VA06104	Ben Cline  <-  Benjamin Cline	Ben Cline	Benjamin Cline	Representative	Candidate for Representative	VA	pass	152	50563500	152	0	0
66aadb5c-b268-4043-8dca-aa4a0c04cdc0	428d4aaf-3c9d-4bf8-9cce-8be84ac218b6	H8MD01094	Andy Harris  <-  Andrew Harris	Andy Harris	Andrew Harris	Representative	Candidate for Representative	MD	pass	146	49400000	146	0	0
b2453f28-7bfa-4a87-993b-aa78260451a1	852d0d6f-ca6c-4210-b6c6-805b49c6d431	H8IN07184	André Carson  <-  Andre Carson	André Carson	Andre Carson	Representative	Candidate for Representative	IN	pass	126	47757200	126	0	0
cb7be5fd-2b38-4f09-a75d-e3e58fd920c2	b5619164-9e03-4623-a861-ee7ccbba56a0	H6FL18097	Brian J. Mast  <-  Brian Mast	Brian J. Mast	Brian Mast	Representative	Candidate for Representative	FL	fail-district	96	47376143	96	0	0
f4953d9b-71b1-42aa-aec0-2675e7cd2178	278411fd-2fca-46d4-9015-d1055c87ee84	H8NJ04014	Christopher H. Smith  <-  Christopher Smith	Christopher H. Smith	Christopher Smith	Representative	Candidate for Representative	NJ	pass	88	46118063	88	0	0
b8682790-5527-480f-a1b9-d7d929c14cff	cc613014-866b-4ec3-b45f-b98b81373c46	H2GU01031	James C. Moylan  <-  James Moylan	James C. Moylan	James Moylan	Representative	Candidate for Representative	GU	fail-district	369	40066000	369	0	0
dc64474f-4f82-4e5b-b2c8-7c5b18579db8	17c0c0e4-bc02-4ed8-9b19-01cf9ba0aa4d	H0IN03198	Marlin A. Stutzman  <-  Marlin Stutzman	Marlin A. Stutzman	Marlin Stutzman	Representative	Candidate for Representative	IN	pass	1	39322600	1	0	0
6ea042c5-3b29-4bc0-ac9e-7639e973d11c	55e9df7b-9f7c-4856-ad47-1822f0f5d7a3	S6OR00110	Ron Wyden  <-  Ronald Wyden	Ron Wyden	Ronald Wyden	Senator	Candidate for Senator	OR	pass	140	36785000	140	0	0
6a0663fe-7767-4683-a02a-ce1c7f704aa7	15411a2b-9b96-4cc0-ad7d-3da0bc237bd8	H4CA29141	Luz M. Rivas  <-  Luz Rivas	Luz M. Rivas	Luz Rivas	Representative	Candidate for Representative	CA	pass	109	36093400	109	0	0
e31db7c1-bd24-4b75-84a0-5a3a27c096c9	865dbb83-e1f9-488c-aa1f-30bf1964c689	H8TN06094	John W. Rose  <-  John Rose	John W. Rose	John Rose	Representative	Candidate for Representative	TN	pass	98	32940000	98	0	0
27090d3a-ed66-47de-8f45-24a262cf9e35	ce2b114f-8406-4c84-91e9-c6454d11c897	H6KS01179	Roger Marshall  <-  Roger Marshall	Roger Marshall	Roger Marshall	Senator	Candidate for Senator	KS	fail-office	51	32554040	50	1	0
e7b73fea-7929-413a-b03a-21c519251875	36907aab-b3e1-4314-a192-ad72f8d2b594	H0IL15129	Mary E. Miller  <-  Mary Miller	Mary E. Miller	Mary Miller	Representative	Candidate for Representative	IL	pass	102	27118408	102	0	0
3b884b2b-4aeb-49aa-83ca-1775d868a8f4	2af54052-95f9-40fb-8934-a016a2064334	H4OH02248	David J. Taylor  <-  David Taylor	David J. Taylor	David Taylor	Representative	Candidate for Representative	OH	pass	83	27107191	83	0	0
af77d55d-d593-4a29-a5fd-6648992fa463	2b57d3f6-2fdf-4bdd-bc3b-9563b50bbac8	H0DC00058	Eleanor Holmes Norton  <-  Eleanor Norton	Eleanor Holmes Norton	Eleanor Norton	Representative	Candidate for Representative	DC	pass	125	24405000	125	0	0
24163175-2f58-4a2e-bfeb-ecdd68ab9ac9	19f08bbe-1d2f-4a27-92b7-4464361a9fac	S6IL00151	Richard J. Durbin  <-  Richard Durbin	Richard J. Durbin	Richard Durbin	Senator	Candidate for Senator	IL	pass	65	16975000	65	0	0
26876d52-5b98-4352-a560-361048d95cdc	41d2af4c-fc02-49f5-b296-868d3d171d48	H0CA27085	Adam B. Schiff  <-  Adam Schiff	Adam B. Schiff	Adam Schiff	Senator	Candidate for Representative	CA	fail-office	34	11953468	34	0	0
bb23212c-9844-4ffa-8172-d92655440dd1	39bb2d14-590b-4bef-bb49-9ea182b95260	S4MA00028	Edward J. Markey  <-  Edward Markey	Edward J. Markey	Edward Markey	Senator	Candidate for Senator	MA	pass	31	11150000	31	0	0
cdffad75-cc85-462f-8030-8237632acb94	609ed38a-7a44-4e9b-887f-506f238a66a1	S0CO00211	Michael F. Bennet  <-  Michael Bennet	Michael F. Bennet	Michael Bennet	Senator	Candidate for Senator	CO	pass	24	5719000	24	0	0
e7afbf02-9908-4c2f-a443-cc7a00741761	13ab73be-e0c5-4ebd-bcbc-c36a9aeaa54a	S8OR00207	Jeff Merkley  <-  Jeffrey Merkley	Jeff Merkley	Jeffrey Merkley	Senator	Candidate for Senator	OR	pass	15	5572500	15	0	0
a911c906-1a02-4ba2-af8d-5dcca21c89fd	12b08a65-96b6-4b01-819a-4ae5a5711f1e	H8WY00148	Cynthia M. Lummis  <-  Cynthia Lummis	Cynthia M. Lummis	Cynthia Lummis	Senator	Candidate for Representative	WY	fail-office	6	3000000	6	0	0
b96f75ed-f480-4d5e-84fc-99c8fc16798f	1160fbb2-2e36-42de-8b43-b7fc65d67f5f	H0AZ01259	Paul A. Gosar  <-  Paul Gosar	Paul A. Gosar	Paul Gosar	Representative	Candidate for Representative	AZ	fail-district	11	3000000	11	0	0
efd0cd51-0f21-4f54-a702-2aaf762a0368	b05ae301-41b0-4d76-b1fa-cca373262f0f	H8MI09068	Gary C. Peters  <-  Gary Peters	Gary C. Peters	Gary Peters	Senator	Candidate for Representative	MI	fail-office	3	300000	3	0	0
